0,1,2,3,4,5,6
63.0,38.375,0.0625,0.0,0.0,1.0621073246002197,4.113840579986572
452.0,54.110713958740234,0.0,0.0,0.003223767504096031,3.8613498210906982,79.07181549072266
5000.0,795.4545288085938,0.0,0.0,0.0,12.8875732421875,558.1185913085938
155.0,7.0,0.3333333432674408,0.0,0.0,0.21712709963321686,-0.6950610280036926
3468.0,192.33676147460938,0.0,0.0,0.0,2.931290864944458,18.627227783203125
5000.0,72.4220199584961,0.0,0.0,0.0,12.057747840881348,398.3896179199219
3468.0,121.33120727539062,0.0,0.0,0.0,9.150569915771484,337.09271240234375
107.0,53.233333587646484,0.0,0.0,0.0,3.299809217453003,17.786710739135742
5000.0,1914.066650390625,0.0,0.0,0.0,0.6265605092048645,2.009059429168701
5000.0,2.0,0.0,0.0,0.0,0.7321020364761353,-0.9916064143180847
5000.0,2076.800048828125,0.0,0.0,0.0,7.231723785400391,307.60577392578125
5000.0,2.931034564971924,0.982758641242981,0.0,0.0,18.902297973632812,515.5225219726562
5000.0,341.0769348144531,0.7179487347602844,0.0,0.0,0.2878977656364441,0.920337975025177
5000.0,339.974365234375,0.7179487347602844,0.0,0.0,0.29905393719673157,0.9090259075164795
5000.0,2.054054021835327,0.9729729890823364,0.0,0.0,2.93007230758667,75.12483978271484
5000.0,2.5428571701049805,0.9857142567634583,0.0,0.0,1.56778085231781,1.3828942775726318
5000.0,2846.0,0.38461539149284363,0.3076923191547394,0.0,0.4511362612247467,0.3482438623905182
5000.0,2845.3076171875,0.38461539149284363,0.26923078298568726,0.0,0.5620938539505005,1.4218744039535522
5000.0,92.84210205078125,0.7894737124443054,0.0,0.0,0.1754360795021057,-1.3511310815811157
5000.0,92.10526275634766,0.7894737124443054,0.0,0.0,0.18058937788009644,-1.3452622890472412
5000.0,2.299999952316284,0.949999988079071,0.0,0.0,0.8843382596969604,1.2660679817199707
123.0,41.25,0.0,0.0,0.0,2.066645622253418,6.053774833679199
745.0,125.1351318359375,0.0,0.0,0.0,8.299553871154785,131.376220703125
5000.0,2.914285659790039,0.9714285731315613,0.0,0.0,-0.5698984265327454,-0.31241321563720703
1372.0,1004.4000244140625,0.0,0.0,0.0,-0.05079495906829834,-0.2747712731361389
2126.0,101.16666412353516,0.0,0.0,0.0,2.335240364074707,17.211334228515625
5000.0,8.285714149475098,0.0,0.0,0.0,-0.06142503023147583,-1.0362352132797241
1600.0,47.0461540222168,0.0,0.0,0.0,2.1885757446289062,10.366382598876953
1055.0,197.73809814453125,0.0,0.0,0.0,3.7245900630950928,43.61223602294922
5000.0,2874.952392578125,0.0,0.0,0.0,-0.22734177112579346,1.328796625137329
5000.0,138.07272338867188,0.0,0.0,0.0,12.199875831604004,404.6375732421875
403.0,82.66666412353516,0.0,0.0,0.0,0.43190857768058777,-0.6544570922851562
569.0,494.9032287597656,0.0,0.0,0.0,1.701311707496643,7.506943225860596
440.0,282.0,0.0,0.0,0.0,3.2319586277008057,33.32072448730469
47.0,24.813186645507812,0.0,0.0,0.0,0.06636147946119308,4.786757946014404
5000.0,1713.5,0.0,0.0,0.0,1.7880187034606934,7.87136173248291
5000.0,1719.25,0.0,0.0,0.0,1.9778897762298584,11.660630226135254
5000.0,137.7818145751953,0.0,0.0,0.0,10.750336647033691,311.564208984375
5000.0,3271.137939453125,0.0,0.0,0.0,1.2936997413635254,6.4421281814575195
5000.0,4891.45849609375,0.0,0.6666666865348816,0.0,0.7398183345794678,0.27425962686538696
71.0,44.71428680419922,0.0,0.01587301678955555,0.0,1.7365461587905884,13.104127883911133
186.0,10.310344696044922,0.1034482792019844,0.0,0.0,1.973955512046814,12.140067100524902
48.0,32.20833206176758,0.0416666679084301,0.0833333358168602,0.0338541679084301,0.21198861300945282,-0.4922903776168823
366.0,5.599999904632568,0.0,0.0,0.0006245120894163847,1.3765172958374023,2.39845871925354
332.0,45.875,0.0,0.0,0.0,1.0602666139602661,4.36818790435791
2800.0,38.33333206176758,0.0,0.0,0.0,5.787473678588867,146.48117065429688
5000.0,3.0461537837982178,0.9846153855323792,0.0,0.0,3.6211202144622803,51.486019134521484
5000.0,2.914285659790039,0.9714285731315613,0.0,0.0,-0.5698984265327454,-0.31241321563720703
5000.0,18.247934341430664,0.4876033067703247,0.0,0.018383469432592392,0.21871303021907806,0.8571649193763733
1600.0,2.952380895614624,0.0,0.0,0.0,1.1425073146820068,0.8760622143745422
1599.0,121.58333587646484,0.0,0.0,0.0,1.5610047578811646,7.641122341156006
1000.0,284.6000061035156,0.0,0.0,0.0,1.1385456323623657,3.5724759101867676
180.0,177.40298461914062,0.0,0.9850746393203735,0.0,0.4789620041847229,0.9309647679328918
150.0,25.200000762939453,0.0,0.0,0.0,0.05120513588190079,-0.9153314828872681
683.0,4.222222328186035,0.9722222089767456,0.0,0.0,0.7700045704841614,0.939660370349884
4601.0,260.2758483886719,0.0,0.0,0.0,11.001245498657227,236.98069763183594
1340.0,464.4117736816406,0.05882352963089943,0.0,0.0008779630879871547,0.9174019694328308,2.4018540382385254
25.0,15.0,0.0,0.0,0.0,1.8416132926940918,5.899362564086914
83.0,17.5,0.5,0.0,0.0,0.0488138273358345,-1.7506388425827026
58.0,10.684210777282715,0.0,0.0,0.0,0.7014874219894409,1.1476142406463623
303.0,28.571428298950195,0.5,0.0,0.0011786893010139465,0.40846648812294006,0.011220736429095268
443.0,53.396427154541016,0.0,0.0,0.0032247661147266626,3.8806521892547607,79.09355926513672
351.0,232.85714721679688,0.0,0.0,0.0,-0.5679466128349304,0.2930401861667633
310.0,156.88888549804688,0.0,0.1111111119389534,0.0,0.10411272197961807,-0.8199549317359924
5000.0,3.2564103603363037,0.9487179517745972,0.0,0.0,5.395855903625488,84.80791473388672
137.0,11.5,0.0,0.0,0.0,0.004583448171615601,3.5164709091186523
5000.0,3881.77783203125,0.0,0.0,0.0,0.373279869556427,0.45374563336372375
96.0,44.0,0.0,0.20000000298023224,0.0,-0.10089538246393204,-0.18928644061088562
209.0,25.428571701049805,0.0,0.0,0.0,2.5133204460144043,11.188478469848633
5000.0,1725.15380859375,0.0,0.0,0.0,4.3330278396606445,57.81642532348633
5000.0,4.352941036224365,0.9411764740943909,0.0,0.0,0.6087191104888916,0.8253884315490723
250.0,240.46153259277344,0.0,0.9615384340286255,0.0,0.03324437886476517,-1.2253960371017456
163.0,53.33333206176758,0.0,0.0,0.0,0.30892321467399597,1.0498578548431396
5000.0,4844.7880859375,0.0,0.1515151560306549,0.0,-0.004152130801230669,-1.2213560342788696
159.0,38.0625,0.0,0.0,0.0,0.5454484224319458,0.797451913356781
5000.0,1437.1817626953125,0.0,0.0,0.0,4.950103759765625,68.08550262451172
5000.0,5.300000190734863,0.800000011920929,0.0,0.0,0.6152369379997253,-0.5814996957778931
250.0,240.46153259277344,0.0,0.9615384340286255,0.0,-0.018515324220061302,-1.2503966093063354
662.0,497.0,0.0,0.75,0.0,0.08368546515703201,-0.48884233832359314
140.0,36.5,0.25,0.0,0.0,0.8355653882026672,0.7787746787071228
303.0,28.64285659790039,0.0,0.0,0.001414427300915122,0.37663230299949646,-0.08629660308361053
1000.0,980.313720703125,0.0,0.8627451062202454,0.0,0.049868274480104446,-1.0819294452667236
303.0,18.14285659790039,0.0,0.0,0.001414427300915122,0.36921361088752747,-0.4163505733013153
468.0,21.0,0.0,0.0,0.0,-0.06315954029560089,-1.4679145812988281
500.0,454.7272644042969,0.0,0.9090909361839294,0.0,-0.008498813956975937,-1.223495364189148
500.0,480.80767822265625,0.0,0.9230769276618958,0.0,0.1294783651828766,-1.0082461833953857
5000.0,114.31578826904297,0.0,0.0,0.0,-0.5025104284286499,2.403078079223633
38.0,23.83333396911621,0.0,0.3333333432674408,0.0,0.8653116226196289,3.592254400253296
506.0,202.7142791748047,0.0,0.0,0.0,0.802125096321106,3.8897979259490967
158.0,64.875,0.0,0.0,0.06882911175489426,0.22175763547420502,-0.41846948862075806
3848.0,3174.666748046875,0.0,0.0,0.0,0.017181234434247017,-0.41401365399360657
100.0,91.09091186523438,0.0,0.9090909361839294,0.0,0.15999287366867065,-0.8904464840888977
500.0,201.25,0.0,0.0,0.0,-0.1044866219162941,0.16453173756599426
108.0,74.25,0.125,0.125,0.0,1.028449535369873,1.4721508026123047
1161.0,312.9375,0.125,0.0,0.013781223446130753,1.218577265739441,5.730576038360596
92.0,18.0,0.1666666716337204,0.0,0.047101449221372604,-0.044357579201459885,-0.645090639591217
1000.0,833.6666870117188,0.0,0.8333333134651184,0.0,0.166099414229393,-0.9980010390281677
132.0,35.0,0.25,0.0,0.0,0.23056790232658386,-0.5785298347473145
46.0,6.0,0.0,0.0,0.0,0.17425137758255005,-1.5150961875915527
1302.0,418.9705810546875,0.029411764815449715,0.029411764815449715,0.1768771857023239,1.4078600406646729,7.991603851318359
100.0,98.07843017578125,0.0,0.9803921580314636,0.0,0.1083708256483078,-1.0159118175506592
50.0,17.25,0.25,0.0,0.0,-0.11772739887237549,-0.9784673452377319
559.0,102.5999984741211,0.0,0.0,0.0,0.9922617077827454,25.603618621826172
531.0,511.8529357910156,0.0,0.9019607901573181,0.0,0.9626980423927307,5.66696310043335
841.0,28.478872299194336,0.0,0.0,0.0,1.1061683893203735,2.301320791244507
132.0,3.4000000953674316,0.0,0.0,0.0,0.5424157977104187,-0.8698179125785828
5000.0,7.637681007385254,0.28985506296157837,0.0,0.0,2.2133700847625732,13.599711418151855
2000.0,1936.8541259765625,0.0,0.0,0.0,0.8299517631530762,0.8268856406211853
